idx,questions,choices,labels
5239,Where would you buy a notepad along side condoms or toothpaste?,back pocket|meeting|street seller|drug store|school,3
5240,Where is a person likely to dance to disco in a Bavarian town?,germany|town|rio de janeiro|dance dance dance|hotel,0
5241,"A doctor can prescribe an antibiotic in many forms, what type might have a gel coating?",cure bacterial infection|medicine cabinet|capsule|prescribed|pharmacy,2
5242,Where does a person usually plant a rosebush?,ballpark|flower bed|park|backyard|outdoors,1
5243,"If I wanted to analyze some material, where should I go?",city hall|anything|fabric store|physical world|science lab,4
5244,One indicator of a mouse in your house is what?,cheese|kitchen|small hole|department store|garden,2
5245,With four legs dogs can do what?,attack|run fast|fleas|defend|eat,1
5246,"If you wanted to put a lamp in an area of the room where the walls meet, where would you put it?",office|corner|desktop|corner of garden|bedroom,1
5247,Where would you get a saw that you can take home?,hardware store|tool shed|toolbox|diy store|tool kit,0
5248,Where is a rosebush unlikely to be?,backyard|jungle|outdoors|flower bed|park,4
5249,"Neuroepithelium is found in a few places, you're using which one to read this text if you're human?",glasses|nasal cavity|tastebud|inner ear|retina,4
5250,"He was a walking stereotype, his glasses were thick and he was what?",sparse|slim|runny|brainy|obesity,3
5251,What would be the result of going into a deep trance in order to purge the subconscious?,loss of control|memory loss|closed eyes|confusion|meditation epilepsy,1
5252,Where do people go near their own home to sit on the couch?,apartment|livingroom|bus stop|den|neighbor's house,4
5253,Where would you put a clip if you want to be able to reach it easily while you are working?,television show|fish tank|discount store|desk drawer|office building,3
5254,What do most people hope to achieve when playing sports?,an mbe|running|winning|have fun|cheat,2
5255,Why would you sit down in front of a tv?,relax|can rest|meditate|fart|drink,0
5256,Where can you buy sunglasses at?,glovebox|drugstore|purse|on your head|shirt pocket,1
5257,Going into a trance is often associated with what sort of unconscious involuntary movement at night?,hungry|peacefulness|religious experience|loss of balance|sleepwalking,4
5258,Sarah didn't think that they deserved division.  She spend a lot of effort doing what to them?,multiplication|putting together|times|subtraction|multiply,1
5259,What type of group is a bugle used in?,brass band|music store|home|army corps|american army,0
5260,"Joe likes to pretend, and he knows that to pretend you need something special.  What is necessary to pretend?",cell phone|have imagination|day dream|think|have fun with,1
5261,"If you needed a lamp to do your work, where would you put it?",office|desk|bedroom|desktop|corner,0
5262,Violence is inescapable.  In both the conflict between nations and the conflict between men.   Donny enjoyed the violence.  He likes going up against other people.  That's why he played what?,result in getting killed|protest|being done against|hockey game|war,3
5263,Where can you find a pool other than at a nearby residence?,outback|neighbor's house|waterfall|gym|at hotel,4
5264,"Billy and June were in the process of procreating.  It was very fun, but they knew that it would lead to what uncomfortable end?",lack of sleep|twins|venereal disease|overpopulation|children born,4
5265,A couple who wants to have a child normally do what?,plan to marry|make sex|communicate|sleep in separate rooms|dance,1
5266,What is often true about secular holidays?,frequent|unpredictable|short term|time off work|eternal,2
5267,"Jim was beginning work on his essay the day before it was due, what did Jim suffer from?",getting tired|illiteracy|sitting down|excitement|procrastination,4
5268,What would be a dream vacation for some children?,zoo|museum|disneyland|school|toy store,2
5269,Joe and Mac were students students concerned about their future.  They wanted to be important and do what to something?,make money|better comprehension|amount to|ask questions|do well,2
5270,The aorta is the main artery in what area of the body?,neck|own brain|human body|torso|heart,3
5271,Sam turned on the projector and showed his powerpoint presentation to his partners.  Where might he be?,theatre|conference|show films|movies|meeting,4
5272,"For many kids playing baseball is an American pastime, it brings them great what to play?",sore muscles|injury|errors|happiness|sadness,3
5273,If your hair gel stinks it is too what?,barbers|messy|beauty salon|perfumery|bathroom,3
5274,What do you use to washing clothes?,clothes|laundry soap|water and soap|soap and water|time,3
5275,"During his guilty sentencing for the killing the suspect was stoned faced, he expressed remorse for the what he had caused the victim's families?",grief|bloody mess|freedom|sorrow|death of,3
5276,A creek can be located in a tree are called what?,outdoors|forest|valley|nature|countryside,1
5277,"A person wants to lose mass,what steps do the take?",increase stamina|get fitter|eat healthy food|too fat|good health,1
5278,What is the world known to be a part of?,galaxy|solar system|universe|sky|space,1
5279,James took his duffle bag with him when he walked to a place in order to go to another place.  Where did he walk to?,store|transit|sporting goods store|locker room|bus station,4
5280,Where does a drop of blood come out of?,person|vein|human body|a cut|needle,2
5281,"The moon was seen surrounded by stars, when was it seen by people?",magic|outer space|air|universe|night sky,4
5282,"The merchant wanted a place to sell his wares, what did he build?",business|mall|store|sell goods|house,2
5283,Where can a human go on Sunday?,jail|love|restaurant|church|homes,3
5284,Where is the closest place outside of one's own home that a grill can be found?,backyard|restaurant|these twos places are  cannot be found ..|barbeque|neighbor's house,4
5285,There are many different creatures that are easy to see for people even in a city here.,forest|library|woods|black lagoon|zoo,4
5286,Sam was having a meeting with a friend.  When they saw each other they exchanged greetings and did what?,shake hands|say hi|greet|say goodbye|have coffee,0
5287,Billy wanted to impress his family.  What might he do to impress people?,make art|believe in god|leave|come home|go out,0
5288,John never felt himself losing consciousness.   The next thing he knew a year had passed.  He had been what?,falling down|coma|dreaming|death|forgetfulness,1
5289,Discovering truth would come during what part of serious research?,sick|pain|conclusion|relief|happiness,2
5290,What does someone want to do when they have greed?,make friends|buy food|share the wealth|lie|get,4
5291,"The person was prevented from leaving work, what blocked him in the street?",building|demonstration|laugh|garage|conference,1
5292,What common plant doesn't need water?,drowning|grass|cactus|surface of earth|blizzard,2
5293,"Sarah loved birds, but when they flew overhead she was covered with what?",roof|sky|grieve|poop|molt,3
